id,name,ChineseName,dateOfBirth,gender,currentRole,organization,party,education,careerHistory,bio,sources,slug
P051,Elon Musk,埃隆·马斯克,1971-06-28,male,CEO / 创始人,,,Received bachelor's degrees in 1997 from the University of Pennsylvania.,"1995: Co-founded the software company Zip2. 1999: Co-founded the online payment company X.com, which later became PayPal. 2002: Founded SpaceX, becoming its CEO and chief engineer. 2004: Joined Tesla as an early investor, later becoming CEO and product architect in 2008. 2015: Co-founded OpenAI. 2016: Co-founded Neuralink. 2017: Founded the Boring Company. 2022: Acquired Twitter (rebranded to X in 2023). 2025: Served as Senior Advisor to the President and de facto head of the Department of Government Efficiency (DOGE) before leaving the administration.","Elon Reeve Musk (born June 28, 1971) is a businessman and entrepreneur. He was born into a wealthy family in Pretoria, South Africa, and holds South African and Canadian citizenship from birth. He emigrated to Canada in 1989. Musk received bachelor's degrees from the University of Pennsylvania in the United States in 1997. He became an American citizen in 2002. Musk is known for his leadership of several major companies. His business career began in 1995 when he co-founded the software company Zip2. After its sale in 1999, he co-founded the online payment company X.com, which later merged to form PayPal and was acquired by eBay in 2002. In 2002, he founded the space technology company SpaceX, where he serves as CEO and chief engineer. Musk joined the automaker Tesla as an early investor in 2004 and became its CEO and product architect in 2008. In 2015, he co-founded OpenAI but later left, subsequently establishing the artificial intelligence company xAI. In 2022, he acquired the social network Twitter, rebranding it as X in 2023. His other ventures include co-founding the neurotechnology company Neuralink in 2016 and founding the tunneling company the Boring Company in 2017. As of December 2025, Forbes estimates his net worth to be around US$717 billion, and he has been the wealthiest person in the world since 2021. In November 2025, a Tesla pay package worth $1 trillion for Musk was approved, to be received over 10 years if specific goals are met. Musk's political involvement became prominent when he served as the largest donor in the 2024 U.S. presidential election, supporting Donald Trump. Following Trump's inauguration in early 2025, Musk served as Senior Advisor to the President and as the de facto head of the Department of Government Efficiency (DOGE). However, after a public feud with Trump, Musk left the Trump administration and returned to managing his companies. Musk is a supporter of global far-right figures, causes, and political parties. His political activities, views, and statements have made him a polarizing figure. He has been criticized for promoting COVID-19 misinformation, conspiracy theories, and affirming antisemitic, racist, and transphobic comments. His acquisition of Twitter was controversial due to a subsequent increase in hate speech and misinformation following his pledge to decrease censorship. His role in the second Trump administration, particularly in the DOGE, attracted public backlash.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Elon_Musk"", ""reliability"": ""high""}]",elon-musk
P052,Jensen Huang,黄仁勋,1963-02-17,male,首席执行官,O030,,Earned a Bachelor of Science (BS) from Oregon State University in 1984 and a Master of Science (MS) in electrical engineering from Stanford University in 1992.,"After graduating college, he worked as a microchip designer at Advanced Micro Devices (AMD). He then left AMD to become a technical officer at LSI Logic, where he was later promoted to director of its CoreWare division. In 1993, he co-founded Nvidia and has served as its president and CEO since its founding.","Jen-Hsun Huang, commonly anglicized as Jensen Huang, is a Taiwanese and American business executive, electrical engineer, and philanthropist. He was born on February 17, 1963, in Taipei, Taiwan, and moved to Tainan as a child. His parents were Huang Hsing-tai, a chemical engineer, and Lo Tsai-hsiu, a schoolteacher. The family relocated to Thailand when he was five, where he attended Ruamrudee International School in Bangkok. At age nine, he and his older brother were sent to the United States, initially living with an uncle in Tacoma, Washington. They were mistakenly enrolled in the Oneida Baptist Institute, a religious reform academy in Kentucky, where Huang attended Oneida Elementary school. After two years, his parents moved to Beaverton, Oregon, and he attended Aloha High School in Aloha, Oregon, graduating at age 16. He worked at a Denny's restaurant from 1978 to 1983. Huang earned a Bachelor of Science in electrical engineering from Oregon State University in 1984 and later a Master of Science in electrical engineering from Stanford University in 1992 while working in Silicon Valley.

Huang began his career as a microchip designer at Advanced Micro Devices (AMD). He later moved to LSI Logic as a technical officer, working on a contract with Sun Microsystems. There, he collaborated with engineers Chris Malachowsky and Curtis Priem on the GX graphics engine, a successful graphics accelerator card. Huang was promoted to director of LSI's CoreWare division.

In 1993, Huang co-founded Nvidia Corporation with Malachowsky and Priem. The company was conceived during meetings at a Denny's diner in East San Jose. Huang signed the articles of incorporation on April 5, 1993, and became the company's president and chief executive officer from its first day of operation, securing initial funding from venture capitalists including Don Valentine of Sequoia Capital. He has remained president and CEO since its founding, leading the company from near-bankruptcy in the 1990s into GPU production, high-performance computing, and artificial intelligence (AI). Under his leadership, Nvidia experienced rapid growth during the AI boom, becoming the world's largest company by market capitalization and the first to reach a market capitalization of over $5 trillion in October 2025. As of January 2026, Forbes estimated his net worth at US$164.1 billion.

Huang has received numerous accolades. Time magazine included him in their Time 100 list of the most influential people in 2021 and 2024, and in 2025 named him one of the ""Architects of AI"" for Time's Person of the Year. He is married to Lori Huang (since 1985).","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Jensen_Huang"", ""reliability"": ""high""}]",jensen-huang
P053,Tim Cook,蒂姆·库克,1960-11-01,male,首席执行官,O006,,Received a Bachelor of Science in industrial engineering from Auburn University in 1982 and a Master of Business Administration from Duke University in 1988.,"After graduating in 1982, Cook spent twelve years at IBM's personal computer business, ultimately as director of North American fulfillment. He later became COO of the computer reseller division of Intelligent Electronics, and in 1997 became vice president for corporate materials at Compaq. He joined Apple in March 1998 as a senior vice president for worldwide operations, later serving as vice president for worldwide sales and operations and then as COO. He was appointed CEO of Apple on August 24, 2011. Outside Apple, he has sat on the board of directors of Nike since 2005.",,"[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Tim_Cook"", ""reliability"": ""high""}]",tim-cook
P054,Satya Nadella,萨提亚·纳德拉,1967-08-19,male,董事长兼首席执行官,O026,,"Bachelor's degree in electrical engineering from Manipal Institute of Technology (1988), MS in computer science from University of Wisconsin–Milwaukee (1990), and MBA from University of Chicago Booth School of Business (1997).",Worked at Sun Microsystems as a member of its technology staff (before 1992). Joined Microsoft in 1992. Served as executive vice president of Microsoft's cloud and enterprise group. Succeeded Steve Ballmer as Chief Executive Officer (CEO) of Microsoft in 2014. Succeeded John W. Thompson as Chairman of Microsoft in 2021.,"Satya Narayana Nadella (born 19 August 1967) is an Indian-American business executive. He is the chairman and chief executive officer (CEO) of Microsoft, having succeeded Steve Ballmer as CEO in 2014 and John W. Thompson as chairman in 2021. Prior to becoming CEO, he served as the executive vice president of Microsoft's cloud and enterprise group, responsible for the company's computing platforms.

Nadella was born in Hyderabad, India, into a Telugu Hindu family. His father, Bukkapuram Nadella Yugandhar, was an Indian Administrative Service officer, and his mother, Prabhavati, was a Sanskrit lecturer. He attended the Hyderabad Public School, Begumpet, before earning a bachelor's degree in electrical engineering from the Manipal Institute of Technology in 1988. He then moved to the United States, receiving a Master of Science in computer science from the University of Wisconsin–Milwaukee in 1990. He later earned an MBA from the University of Chicago Booth School of Business in 1997.

His career began at Sun Microsystems as a member of its technology staff. He joined Microsoft in 1992. Beyond his role at Microsoft, Nadella has held several board positions, including on the Board of Directors of Starbucks (2017–2024), the Board of Trustees of the Fred Hutchinson Cancer Center, and the Board of Trustees of the University of Chicago. He served as Chairman of The Business Council from 2021 to 2022.

Nadella has received significant recognition. He was a Time 100 honoree in 2018 and 2024, named Financial Times Person of the Year and Fortune Magazine Businessperson of the Year in 2019. He received the CNN-News18 Indian of the Year award in 2014 and was recognized as a Global Indian Business Icon at the CNBC-TV18 India Business Leader Awards in 2020. The Government of India awarded him the Pravasi Bharatiya Samman in 2015 and the Padma Bhushan, its third-highest civilian award, in 2022. He also received an honorary PhD from the Georgia Institute of Technology in 2024.

In his personal life, Nadella married Anupama Priyadarshini in 1992. The couple has three children, a son (deceased) and two daughters, and resides in Clyde Hill and Bellevue, Washington. His son Zain, who had cerebral palsy, was a legally blind quadriplegic and died in February 2022 at age 26. Nadella is an avid reader of American and Indian poetry and enjoys cricket, having played on his school team. He and his wife are part of the ownership group of the Seattle Sounders FC, a Major League Soccer club. In 2017, he published a book titled *Hit Refresh: The Quest to Rediscover Microsoft's Soul and Imagine a Better Future for Everyone*.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Satya_Nadella"", ""reliability"": ""high""}]",satya-nadella
P055,Sundar Pichai,桑达尔·皮查伊,1972-06-10,male,首席执行官,O002,,"Earned a B.Tech in metallurgical engineering from IIT Kharagpur, an MS from Stanford University in materials science and engineering, and an MBA from the Wharton School of the University of Pennsylvania.","Began career as a materials engineer. Worked in engineering and product management at Applied Materials and in management consulting at McKinsey & Company. Joined Google in 2004, leading product management for Chrome, ChromeOS, and Google Drive, later overseeing Gmail and Google Maps. Appointed CEO of Google on August 10, 2015, stepping into the position on October 24, 2015. Became CEO of Alphabet Inc. in December 2019.","Sundar Pichai, born Sundararajan Pichai on June 10, 1972, in Madurai, Tamil Nadu, India, is an Indian-American business executive. He is the chief executive officer (CEO) of Alphabet Inc. and its subsidiary Google, a role he has held since 2015. Pichai completed his schooling in Chennai and earned a B.Tech in metallurgical engineering from IIT Kharagpur. He holds an MS from Stanford University in materials science and engineering and an MBA from the Wharton School of the University of Pennsylvania.

Pichai began his career as a materials engineer and worked in product management at Applied Materials and in management consulting at McKinsey & Company. He joined Google in 2004, where he led product management and innovation for a suite of Google's client software products. He was largely responsible for Google Chrome, ChromeOS, and Google Drive, and later oversaw the development of applications such as Gmail and Google Maps. On March 13, 2013, Pichai added Android to the list of Google products he oversaw.

On August 10, 2015, Pichai was selected to become the next CEO of Google, after previously being appointed chief product officer by then-CEO Larry Page. He stepped into the position on October 24, 2015, following the formation of Alphabet Inc., the new holding company for Google. He was appointed to the Alphabet Board of Directors in 2017. In December 2019, Pichai became the CEO of Alphabet Inc. His compensation from the company topped $200 million in 2022.

Pichai's tenure has included several notable events. In August 2017, he drew publicity for firing a Google employee who wrote a manifesto criticizing the company's diversity policies. On December 11, 2018, he was questioned by the United States House Judiciary Committee on issues including possible political bias, plans for a search app in China, and privacy practices. In April 2024, after employees were fired for protesting against Project Nimbus, Pichai stated that the office is not a place to fight over disruptive issues or debate politics.

Pichai has received significant recognition. He was included in Time magazine's annual list of the 100 most influential people in 2016 and 2020, and the Time 100 AI list in 2024. He was awarded the 2021 Asia Game Changer Award by the Asia Society. In 2022, he received the Padma Bhushan, India's third-highest civilian award, from the Government of India in the category of Trade and Industry. As of May 2025, his net worth is estimated at $1.1 billion.

In his personal life, Pichai is married to Anjali Pichai (née Haryani), whom he met while studying at IIT Kharagpur. They have two children. His recreational interests include cricket and soccer, and he lives in Los Altos Hills, California.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Sundar_Pichai"", ""reliability"": ""high""}]",sundar-pichai
P056,Mark Zuckerberg,马克·扎克伯格,1984-05-14,male,首席执行官,O025,,"Briefly attended Harvard College, studying psychology and computer science, but dropped out in his second year. Previously attended Phillips Exeter Academy.",Co-founded Facebook (later Meta Platforms) in February 2004 while at Harvard. Dropped out of Harvard in his second year to focus on the company. Became the world's youngest self-made billionaire in 2008. Took Facebook public in May 2012. Serves as chairman and CEO of Meta Platforms and is co-founder and co-CEO of the Chan Zuckerberg Initiative.,"Mark Elliot Zuckerberg (born May 14, 1984) is an American businessman and programmer. He is the co-founder, chairman, and chief executive officer (CEO) of Meta Platforms, the parent company of the social media service Facebook, which he also co-founded. Zuckerberg co-founded and serves as co-CEO of the Chan Zuckerberg Initiative. He briefly attended Harvard College, where he launched Facebook in February 2004 with his roommates Eduardo Saverin, Andrew McCollum, Dustin Moskovitz, and Chris Hughes. He dropped out of Harvard in his second year to focus on the company. Zuckerberg took Facebook public in May 2012, retaining majority shares. In 2008, at age 23, he became the world's youngest self-made billionaire and has consistently ranked among the world's wealthiest individuals, with an estimated net worth of US$220 billion as of December 2025. His early career, legal troubles, and initial success were depicted in the 2010 film The Social Network, which won multiple Academy Awards. Zuckerberg's prominence has prompted significant political and legal attention. He has been the subject of multiple lawsuits regarding the creation and ownership of Facebook, as well as issues concerning user privacy. In 2012, he met with then-Russian Prime Minister Dmitry Medvedev in Moscow to discuss stimulating social media innovation in Russia and boosting Facebook's position there. He has also hosted visiting Chinese politician Lu Wei. Zuckerberg has used his funds to organize large donations, including establishing the Chan Zuckerberg Initiative. He was added to MIT Technology Review's TR35 list in 2007 as one of the top 35 innovators under 35. Vanity Fair named him number one on its 2010 list of the most influential people of the Information Age. At the 2013 TechCrunch Disrupt conference, he discussed the Internet.org project, aiming to increase global internet access. He was the keynote speaker at the 2014 Mobile World Congress, emphasizing mobile technology's importance for Facebook's future.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Mark_Zuckerberg"", ""reliability"": ""high""}]",mark-zuckerberg
P057,Andy Jassy,安迪·贾西,1968-01-13,male,总裁兼首席执行官,O003,,Graduated cum laude from Harvard College in government and earned an MBA from Harvard Business School.,Joined Amazon as a marketing manager in 1997. Became SVP and CEO of Amazon Web Services from 2003 to 2021. Promoted to President and Chief Executive Officer of Amazon in July 2021.,"Andrew R. Jassy (born January 13, 1968) is an American business executive. He is the president and chief executive officer of Amazon, a role he assumed in July 2021, succeeding founder Jeff Bezos. Jassy was previously the senior vice president and chief executive officer of Amazon Web Services (AWS) from 2003 to 2021.

Jassy was born to Margery and Everett L. Jassy in Scarsdale, New York, and is of Jewish Hungarian ancestry. His father was a senior partner at the law firm Dewey Ballantine. Jassy attended Scarsdale High School, where he played varsity soccer and tennis. He graduated cum laude from Harvard College with a degree in government, serving as advertising manager for The Harvard Crimson, and later earned an MBA from Harvard Business School.

After graduation, Jassy worked as a project manager for the collectibles company MBI and co-founded a short-lived company before joining Amazon as a marketing manager in 1997. In 2003, he and Jeff Bezos conceived the idea for Amazon Web Services, the cloud computing platform that launched in 2006. Jassy led the initial AWS team of 57 people. He was promoted to CEO of AWS in 2016. In 2017, he was elected to the American Academy of Arts and Sciences. From 2018 to 2021, he served as a member of the National Security Commission on Artificial Intelligence (NSCAI).

Upon becoming CEO of Amazon in 2021, Jassy received a long-term compensation package valued at $212.7 million, largely in stock. As of 2024, he has emphasized Amazon's strategic focus on artificial intelligence, with plans for significant capital expenditure directed towards AWS and generative AI. In 2025, Time magazine included him in its TIME100 AI list, and he was elected to the National Academy of Engineering. He has also been recognized as Person of the Year by the Financial Times in 2016.

Jassy married fashion designer Elana Rochelle Caplan in 1997. They have two children and reside in Seattle's Capitol Hill neighborhood. He is the chairman of Rainier Prep, a charter school in Seattle, and is a member of The Business Council.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Andy_Jassy"", ""reliability"": ""high""}]",andy-jassy
P058,Sam Altman,山姆·奥特曼,1985-04-22,male,首席执行官,O032,Democratic Party,"Attended Stanford University for two years studying computer science, but dropped out in 2005 without earning a degree.",2005: Co-founded and served as CEO of Loopt. 2011: Became a partner at Y Combinator. 2014-2019: Served as President of Y Combinator (later YC Group). 2019-present: Serves as CEO of OpenAI (with a brief ouster and reinstatement in November 2023). Also served as Chairman of Helion Energy and Oklo (stepping down from Oklo in April 2025).,"Samuel Harris Altman (born April 22, 1985) is an American businessman and entrepreneur. He has served as the chief executive officer (CEO) of the artificial intelligence research organization OpenAI since 2019. He is widely considered a leading figure of the AI boom, having overseen the successful launch of ChatGPT in 2022. In 2025, he was named among the ""Architects of AI"" for Time's Person of the Year.

Altman was born in Chicago, Illinois, to a Jewish family and grew up in Clayton, Missouri. He received his first computer at age eight and attended John Burroughs School. He studied computer science at Stanford University for two years before dropping out in 2005.

His business career began in 2005 when he co-founded Loopt, a location-based social networking app, serving as its CEO and raising over $30 million in venture capital. The company was acquired in 2012. In 2011, Altman joined the startup accelerator Y Combinator (YC), becoming its president in 2014 and later president of YC Group in 2016. He aimed to expand YC's funding scope, particularly for ""hard technology"" startups. His relationship with YC ended in early 2020.

As an investor, Altman co-founded Hydrazine Capital in 2012. His investment portfolio includes stakes in over 400 companies. He is also chairman of the board for the nuclear fusion company Helion Energy and was chairman of Oklo Inc., a clean energy company, until stepping down in April 2025 to avoid potential conflicts of interest with OpenAI.

His tenure at OpenAI has been marked by significant turmoil. In November 2023, OpenAI's board removed him as CEO, citing a lack of confidence and inconsistent candor. This triggered a strong backlash from employees and investors. After five days of negotiations and a threatened mass exodus of staff to Microsoft, Altman was reinstated as CEO with a new board.

Politically, Altman contemplated running for governor of California in 2018 but decided against it. In 2018, he announced ""the United Slate,"" a political project focused on housing and healthcare policy. He has held fundraisers for Democratic candidates, including Andrew Yang, and donated to a super PAC supporting Joe Biden. Altman supports land value taxation and universal basic income.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Sam_Altman"", ""reliability"": ""high""}]",sam-altman
P059,Darren Woods,达伦·伍兹,1965-12-16,male,董事长兼首席执行官,O018,,"He earned a bachelor's degree in electrical engineering from Texas A&M University, followed by an MBA from Northwestern University's Kellogg School of Management.","Joined Exxon in 1992. Prior to becoming CEO, ran the refining and chemical divisions of ExxonMobil. Became CEO and chairman of ExxonMobil in January 2017.","Darren Wayne Woods (born December 16, 1965) is an American businessman who has been the chairman and chief executive officer (CEO) of ExxonMobil since January 2017. He was born in Wichita, Kansas, and spent much of his youth living near various U.S. military bases worldwide due to his father's work. Woods earned a bachelor's degree in electrical engineering from Texas A&M University and an MBA from Northwestern University's Kellogg School of Management.

Woods joined Exxon in 1992. He worked for the company for 24 years before being promoted to CEO following Rex Tillerson's nomination as U.S. Secretary of State. Prior to becoming CEO, Woods ran the company's refining and chemical divisions, which delivered the majority of ExxonMobil's net income in 2016. Unlike his predecessor, who focused on deal-making and exploration, Woods is a veteran of the refining side of the oil business.

Upon becoming CEO, Woods outlined a growth plan focusing on drilling in the Permian Basin and the Bakken shale formation. He has publicly endorsed the Paris Agreement and, in 2017, urged President Trump to keep the U.S. in the accord, arguing it would allow the U.S. to ensure a level playing field. Woods has stated that technologies like horizontal drilling and hydraulic fracturing have ""shattered the Peak Oil myth.""

His tenure has involved significant focus on climate and emissions. In 2020, reports indicated Exxon, under an investment plan signed by Woods, was set to significantly increase its annual carbon emissions, though the company stated internal projections had changed. In 2021, he was named a top ""climate villain"" by The Guardian after lobbyists revealed efforts to obstruct climate legislation. That same year, he denied that Exxon covered up its own climate research and declined to stop lobbying against climate initiatives.

Woods has presented a long-term strategy involving investment in carbon capture and storage (CCS) and direct air capture (DAC) technology, while also calling for a higher carbon price. In 2024, he noted DAC technology remained costly and needed to become cheaper to scale. He has stated that company investments in CCS and DAC could change if related tax credits are repealed. In 2023, his compensation was $31 million, rising to $44.1 million in 2024. Woods is a member of The Business Council.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Darren_Woods"", ""reliability"": ""high""}]",darren-woods
P060,Mike Wirth,迈克·沃思,1960-10-15,male,董事长兼首席执行官,O013,,"Attended the University of Colorado, earning a bachelor's degree in chemical engineering in 1982.","1982: Joined Chevron as a design engineer. 2001: Became president of marketing for Chevron's Asia, Africa and Middle East region. Later served as vice chairman of Chevron. 2018: Became chairman and CEO of Chevron.","Michael K. Wirth (born October 15, 1960) is an American businessman. He has been the chairman and chief executive officer of Chevron Corporation since 2018, having previously served as the company's vice chairman. Wirth earned a bachelor's degree in chemical engineering from the University of Colorado in 1982, where he also played football and basketball. He joined Chevron as a design engineer in 1982 and worked in multiple sectors including engineering, construction, and operations. In 2001, he became president of marketing for Chevron's Asia, Africa, and Middle East region. He has served on the board of directors for Caltex Australia and GS Caltex. Wirth succeeded John S. Watson as CEO of Chevron in 2018. He is a member of the board of the American Petroleum Institute, an oil industry trade group. Under his leadership, Chevron has been cited as responsible for one of the highest total carbon sequestration efforts of any private company worldwide. However, the company has also been involved in several greenwashing tactics and was found by the Federal Trade Commission to have misled customers about its efforts to reduce greenhouse gas emissions. In response to questions about investing in alternative energy, Wirth stated Chevron would rather return money to shareholders for them to invest elsewhere. In November 2025, he attended a White House dinner for Saudi Crown Prince Mohammed bin Salman. Personally, Wirth and his wife have four adult children. He relocated to Houston, Texas, in 2024 as part of Chevron's corporate headquarters move from California. He maintains a routine of sleeping by 10:00 PM and waking at 3:45 AM for a 90-minute gym session.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Mike_Wirth"", ""reliability"": ""high""}]",mike-wirth
P061,John Furner,约翰·弗纳,1974-01-01,male,总裁兼首席执行官,O049,,"Graduated from the University of Arkansas, Fayetteville's Sam M. Walton College of Business in 1996, where he studied marketing management.","1993: Began career as an hourly store associate at Walmart. Later became store manager, district manager, and buyer. Served as EVP of merchandising and marketing for Walmart China for nearly three years. February 1, 2017: Became CEO of Sam's Club. November 2019: Became President and CEO of Walmart U.S.","John Furner (born 1974) is an American business executive. He was born in Jacksonville, Arkansas. Furner attended the University of Arkansas, Fayetteville, where he studied marketing management and graduated from the Sam M. Walton College of Business in 1996.

Furner began his career at Walmart in 1993 as an hourly store associate. He advanced through the company, holding positions including store manager, district manager, and buyer. His career later expanded into Walmart's international operations, where he spent nearly three years as Executive Vice President of merchandising and marketing for Walmart China. Upon returning to the United States, he served as the chief merchandising officer for Sam's Club before being appointed its President and Chief Executive Officer on February 1, 2017.

During his tenure as CEO of Sam's Club, Furner implemented strategic changes to enhance the division's competitiveness. This included closing 63 stores to better compete with rival Costco, a move reported by The Wall Street Journal alongside increased sales. Leveraging his experience in China, he focused on integrating more technology into Sam's Club warehouses and refining the membership warehouse club's target customer base. He also emphasized growing the private brand business of Sam's Club.

In November 2019, Furner was appointed president and chief executive officer of Walmart U.S., the company's largest operating segment. It has been announced that he will succeed Doug McMillon as the CEO of Walmart Inc. in early 2026.

Outside of his corporate roles, Furner holds leadership positions in industry and philanthropic organizations. He serves as the board chairman of the National Retail Federation. In 2020, he was a board member of the Medal of Honor Foundation. In his personal life, Furner is married and has four children.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/John_Furner"", ""reliability"": ""high""}]",john-furner
P062,David Joyner,大卫·乔伊纳,,male,总裁兼首席执行官,,,"Graduated with a Bachelor of Science degree in Electronic engineering technology from the ITT Technical Institute in Indianapolis, Indiana.","Software analyst at Texas Instruments (six years). Physical performer of Barney on Barney & the Backyard Gang and Barney & Friends (1991-2001, with occasional appearances until 2005 and a brief return in 2008). Performer of the title character on Hip Hop Harry. Works as a tantric massage therapist.","David Eugene Joyner is an American actor and therapist. He is best known for physically portraying the character of Barney the dinosaur on the children's television series 'Barney & Friends' and its predecessor 'Barney & the Backyard Gang' from 1991 to 2001. The character's voice during this period was provided by Bob West, Duncan Brannan, and Tim Dever. Joyner later played the title character of 'Hip Hop Harry'.

Joyner attended MacArthur High School and graduated with a Bachelor of Science degree in Electronic engineering technology from the ITT Technical Institute in Indianapolis, Indiana. Prior to his acting career, he worked as a software analyst for Texas Instruments for six years.

Joyner originally auditioned for the role of Barney in 1991, replacing the original costume actor, David Voss. He was initially cast as the back-up performer but assumed the primary role after the originally chosen actress had difficulty staying in the costume for extended periods. He was first cast to play Barney in two 'Barney & the Backyard Gang' home videos and continued in the subsequent television series 'Barney & Friends' for its first six seasons, as well as in live performances. After the fourth season, he left to film 'Barney's Great Adventure' and was temporarily replaced by Josh Martin and Maurice Scott. Joyner returned to perform as Barney in 'Barney in Outer Space' in 1997. Although he left the series, he continued to make occasional appearances as the character until 2005, with a brief return in 2008. He was eventually replaced by Carey Stinson.

Outside of his acting career, David Joyner also works as a tantric massage therapist.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/David_Joyner_(actor)"", ""reliability"": ""high""}]",david-joyner
P063,Stephen Hemsley,史蒂芬·赫姆斯利,1952-06-04,male,首席执行官,O048,,Graduated from Fordham University in 1974.,"Began career at Arthur Andersen as Managing Partner and Chief Financial Officer. Joined UnitedHealth Group in 1997, serving in senior financial roles. Became President and Chief Operating Officer in 1999. Appointed CEO in 2006. Stepped down as CEO in 2017, becoming Executive Chairman. Reappointed as CEO in May 2025.","Stephen J. Hemsley (born June 4, 1952) is an American businessman. He graduated from Fordham University in 1974. Hemsley began his professional career at the accounting firm Arthur Andersen, where he served as Managing Partner and Chief Financial Officer. In 1997, he joined UnitedHealth Group Inc., initially serving in senior financial roles. He rose to become President and Chief Operating Officer in 1999. In 2006, Hemsley was appointed Chief Executive Officer of UnitedHealth Group, succeeding William W. McGuire. Under his leadership, the company consistently ranked among the top U.S. companies by revenue. In August 2017, UnitedHealth announced that Hemsley would be stepping down as CEO after more than a decade and transitioning to the newly created role of Executive Chairman of the board. In May 2025, Hemsley returned to his prior post, being reappointed as CEO of UnitedHealth Group. In May 2024, a lawsuit was filed against Hemsley, then-UnitedHealthcare CEO Brian Thompson, and two other senior executives. The lawsuit alleged fraud and insider trading for failing to disclose a United States Department of Justice antitrust investigation into the company and for selling stock options before the probe was made public. Regarding compensation, Hemsley's annual salary was reported as $14,518,164 by Business Week. For 2016, his compensation was estimated at $31.3 million. Forbes magazine ranked him 269th in its 2009 Special Report on CEO Compensation. According to bizjournals.com, he was the country's highest-paid CEO in 2010, making $101.96 million. In 2011, Forbes named him the highest-paid CEO following a large gain in the value of his stock ownership. In 2025, following his return as CEO, Hemsley was awarded a compensation package that included $60 million in stock options vesting over three years and a base annual salary of $1 million. Outside his corporate role, Hemsley holds several other positions. He is a trustee of the University of St. Thomas, Minnesota, and of Minnesota Public Radio. He is also a member of the National Executive Board of the Boy Scouts of America, the organization's governing body.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Stephen_J._Hemsley"", ""reliability"": ""high""}]",stephen-hemsley
P064,Mark Thompson,马克·汤普森,1994-01-01,,董事长兼首席执行官,,,,,,"[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Mark_Thompson"", ""reliability"": ""high""}]",mark-thompson
P065,Suzanne Scott,苏珊·斯科特,,female,首席执行官,O020,,Graduated from American University in 1988.,"1996: Began at Fox News as a programming assistant. 2002-2005: Associate producer, producer, and senior producer of On the Record with Greta Van Susteren. 2005: Network executive producer. 2007: Vice president of programming. 2009: Senior vice president of programming and development. 2016: Executive vice president of programming. 2018: Named CEO of Fox News and Fox Business Network.","Suzanne Scott is the Chief Executive Officer of Fox News and Fox Business Network, the second CEO in the network's history and its first female CEO. She was ranked 61st on Forbes's 2021 list of the World's 100 Most Powerful Women. Scott was raised in Parsippany, New Jersey, where her father ran a trucking company from the family home and her mother worked as a real estate agent. She is a 1988 graduate of American University.

Scott began her media career as an executive assistant to Chet Collier at CNBC before moving with him to Fox News at its inception in 1996. She started at Fox News as a programming assistant. Throughout her tenure, she rose through the ranks in numerous programming, production, and creative positions. These roles included executive vice president of programming (2016), senior vice president of programming and development (2009), vice president of programming (2007), and network executive producer (2005). She also served as associate producer, producer, and senior producer for the program 'On the Record with Greta Van Susteren' from 2002 to 2005. Scott was responsible for launching several on-air and digital initiatives, including the 2002 primetime debut of 'On the Record.'

Following the departure of founder and former CEO Roger Ailes in 2016, Scott, along with Jay Wallace and Jack Abernethy, is credited with 'turning Fox News around' after the scandal involving Ailes. During this period, she served as president of programming, overseeing Fox News Channel's opinion shows such as 'Fox & Friends,' 'The Five,' and 'Hannity.'

On May 17, 2018, Scott was named CEO of both Fox News and Fox Business Network. Lachlan Murdoch noted that she had made history as the network's first female CEO. She remained the only woman in charge of a major TV news organization until Rashida Jones was installed as head of MSNBC. Her promotion was not universally praised due to allegations of complicity in several sexual harassment suits within the company; while Scott was not a defendant, she was cited within them and involved in several internal complaints, accusations she denies. In March 2023, The Guardian reported she was furious when a network reporter fact-checked Donald Trump's false claims about the 2020 election, stating it was 'bad for business.'","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Suzanne_Scott"", ""reliability"": ""high""}]",suzanne-scott
